case_id,src,dst
173787,33,34
173790,0,1
173790,1,2
173790,2,3
173790,3,4
173790,4,5
173790,5,6
173790,6,7
173790,7,8
173790,8,9
173790,9,10
173790,10,11
173790,11,12
173790,12,13
173790,13,14
173790,14,15
173790,15,16
173790,16,17
173790,17,18
173790,18,19
173790,19,20
173790,20,21
173790,21,22
173790,22,23
173790,23,24
173790,24,25
173790,25,26
173790,26,27
173793,0,1
173793,1,2
173793,2,3
173793,3,4
173793,4,5
173793,5,6
173793,6,7
173793,7,8
173793,8,9
173793,9,10
173793,10,11
173793,11,12
173793,12,13
173793,13,14
173793,14,15
173793,15,16
173793,16,17
173793,17,18
173793,18,19
173793,19,20
173793,20,21
173793,21,22
173793,22,23
173793,23,24
173793,24,25
173793,25,26
173793,26,27
173793,27,28
173793,28,29
173793,29,30
173793,30,31
173793,31,32
173793,32,33
173793,33,34
173793,34,35
173796,0,1
173796,1,2
173796,2,3
173796,3,4
173796,4,5
173796,5,6
173796,6,7
173796,7,8
173796,8,9
173796,9,10
173796,10,11
173796,11,12
173796,12,13
173796,13,14
173796,14,15
173796,15,16
173796,16,17
173796,17,18
173796,18,19
173799,0,1
173799,1,2
173799,2,3
173799,3,4
173799,4,5
173799,5,6
173799,6,7
173799,7,8
173799,8,9
173799,9,10
173799,10,11
173799,11,12
173802,0,1
173802,1,2
173802,2,3
173802,3,4
173802,4,5
173805,0,1
173805,1,2
173805,2,3
173805,3,4
173805,4,5
173805,5,6
173805,6,7
173805,7,8
173805,8,9
173805,9,10
173805,10,11
173805,11,12
173805,12,13
173805,13,14
173805,14,15
173805,15,16
173805,16,17
173805,17,18
173805,18,19
173805,19,20
173805,20,21
173805,21,22
173805,22,23
173805,23,24
173805,24,25
173805,25,26
173805,26,27
173805,27,28
173805,28,29
173805,29,30
173805,30,31
173805,31,32
173805,32,33
173805,33,34
173805,34,35
173805,35,36
173805,36,37
173805,37,38
173805,38,39
173805,39,40
173808,0,1
173808,1,2
173811,0,1
173811,1,2
173811,2,3
173811,3,4
173811,4,5
173811,5,6
173811,6,7
173811,7,8
173811,8,9
173811,9,10
173811,10,11
173811,11,12
173811,12,13
173811,13,14
173811,14,15
173811,15,16
173811,16,17
173811,17,18
173811,18,19
173811,19,20
173811,20,21
173811,21,22
173811,22,23
173811,23,24
173811,24,25
173811,25,26
173811,26,27
173811,27,28
173811,28,29
173811,29,30
173811,30,31
173811,31,32
173811,32,33
173811,33,34
173811,34,35
173811,35,36
173811,36,37
173811,37,38
173811,38,39
173811,39,40
173811,40,41
173811,41,42
173811,42,43
173811,43,44
173811,44,45
173811,45,46
173811,46,47
173814,0,1
173814,1,2
173814,2,3
173814,3,4
173814,4,5
173814,5,6
173814,6,7
173814,7,8
173814,8,9
173817,0,1
173817,1,2
173817,2,3
173817,3,4
173817,4,5
173817,5,6
173817,6,7
173817,7,8
173817,8,9
173817,9,10
173817,10,11
173817,11,12
173817,12,13
173817,13,14
173817,14,15
173817,15,16
173817,16,17
173817,17,18
173817,18,19
173817,19,20
173817,20,21
173817,21,22
173817,22,23
173817,23,24
173817,24,25
173817,25,26
173817,26,27
173817,27,28
173820,0,1
173820,1,2
173823,0,1
173823,1,2
173823,2,3
173823,3,4
173823,4,5
173823,5,6
173823,6,7
173823,7,8
173823,8,9
173823,9,10
173823,10,11
173823,11,12
173823,12,13
173823,13,14
173823,14,15
173823,15,16
173823,16,17
173823,17,18
173823,18,19
173823,19,20
173823,20,21
173823,21,22
173823,22,23
173826,0,1
173826,1,2
173826,2,3
173826,3,4
173826,4,5
173826,5,6
173826,6,7
173826,7,8
173826,8,9
173826,9,10
173826,10,11
173826,11,12
173826,12,13
173826,13,14
173826,14,15
173826,15,16
173826,16,17
173826,17,18
173826,18,19
173829,0,1
173829,1,2
173829,2,3
173829,3,4
173829,4,5
173829,5,6
173829,6,7
173829,7,8
173829,8,9
173829,9,10
173829,10,11
173832,0,1
173832,1,2
173835,0,1
173835,1,2
173835,2,3
173835,3,4
173835,4,5
173835,5,6
173835,6,7
173835,7,8
173835,8,9
173835,9,10
173835,10,11
173835,11,12
173835,12,13
173835,13,14
173835,14,15
173835,15,16
173835,16,17
173835,17,18
173835,18,19
173835,19,20
173835,20,21
173835,21,22
173835,22,23
173835,23,24
173835,24,25
173835,25,26
173835,26,27
173835,27,28
173835,28,29
173838,0,1
173838,1,2
173841,0,1
173841,1,2
173841,2,3
173841,3,4
173841,4,5
173841,5,6
173841,6,7
173841,7,8
173841,8,9
173841,9,10
173844,0,1
173844,1,2
173844,2,3
173844,3,4
173844,4,5
173844,5,6
173844,6,7
173844,7,8
173844,8,9
173844,9,10
173844,10,11
173844,11,12
173844,12,13
173844,13,14
173844,14,15
173844,15,16
173844,16,17
173844,17,18
173844,18,19
173844,19,20
173844,20,21
173844,21,22
173844,22,23
173844,23,24
173844,24,25
173847,0,1
173847,1,2
173847,2,3
173847,3,4
173847,4,5
173847,5,6
173847,6,7
173847,7,8
173847,8,9
173847,9,10
173847,10,11
173847,11,12
173847,12,13
173847,13,14
173847,14,15
173847,15,16
173847,16,17
173847,17,18
173847,18,19
173850,0,1
173850,1,2
173853,0,1
173853,1,2
173856,0,1
173856,1,2
173856,2,3
173856,3,4
173856,4,5
173856,5,6
173856,6,7
173859,0,1
173859,1,2
173859,2,3
173859,3,4
173859,4,5
173859,5,6
173859,6,7
173859,7,8
173859,8,9
173859,9,10
173859,10,11
173859,11,12
173859,12,13
173859,13,14
173859,14,15
173859,15,16
173859,16,17
173859,17,18
173859,18,19
173859,19,20
173862,0,1
173862,1,2
173862,2,3
173862,3,4
173862,4,5
173865,0,1
173865,1,2
173868,0,1
173868,1,2
173868,2,3
173868,3,4
173868,4,5
173868,5,6
173868,6,7
173868,7,8
173868,8,9
173868,9,10
173868,10,11
173868,11,12
173868,12,13
173868,13,14
173868,14,15
173868,15,16
173868,16,17
173868,17,18
173868,18,19
173868,19,20
173868,20,21
173868,21,22
173868,22,23
173868,23,24
173868,24,25
173868,25,26
173868,26,27
173871,0,1
173871,1,2
173871,2,3
173871,3,4
173871,4,5
173871,5,6
173871,6,7
173871,7,8
173871,8,9
173871,9,10
173871,10,11
173871,11,12
173871,12,13
173871,13,14
173871,14,15
173871,15,16
173871,16,17
173871,17,18
173871,18,19
173871,19,20
173871,20,21
173871,21,22
173871,22,23
173871,23,24
173871,24,25
173871,25,26
173871,26,27
173871,27,28
173871,28,29
173871,29,30
173871,30,31
173871,31,32
173871,32,33
173871,33,34
173871,34,35
173874,0,1
173874,1,2
173877,0,1
173877,1,2
173880,0,1
173880,1,2
173880,2,3
173880,3,4
173880,4,5
173880,5,6
173880,6,7
173880,7,8
173880,8,9
173880,9,10
173880,10,11
173880,11,12
173880,12,13
173880,13,14
173880,14,15
173880,15,16
173880,16,17
173880,17,18
173880,18,19
173880,19,20
173880,20,21
173880,21,22
173880,22,23
173880,23,24
173880,24,25
173880,25,26
173880,26,27
173880,27,28
173880,28,29
173880,29,30
173880,30,31
173880,31,32
173880,32,33
173880,33,34
173880,34,35
173880,35,36
173880,36,37
173880,37,38
173880,38,39
173880,39,40
173880,40,41
173880,41,42
173880,42,43
173880,43,44
173880,44,45
173880,45,46
173880,46,47
173880,47,48
173880,48,49
173880,49,50
173880,50,51
173880,51,52
173880,52,53
173880,53,54
173880,54,55
173880,55,56
173880,56,57
173880,57,58
173880,58,59
173880,59,60
173883,0,1
173883,1,2
173886,0,1
173886,1,2
173889,0,1
173889,1,2
173889,2,3
173889,3,4
173889,4,5
173892,0,1
173892,1,2
173895,0,1
173895,1,2
173898,0,1
173898,1,2
173898,2,3
173898,3,4
173898,4,5
173898,5,6
173898,6,7
173898,7,8
173898,8,9
173898,9,10
173898,10,11
173898,11,12
173898,12,13
173898,13,14
173898,14,15
173898,15,16
173898,16,17
173898,17,18
173898,18,19
173898,19,20
173898,20,21
173898,21,22
173898,22,23
173898,23,24
173898,24,25
173898,25,26
173901,0,1
173901,1,2
173901,2,3
173901,3,4
173901,4,5
173904,0,1
173904,1,2
173904,2,3
173904,3,4
173904,4,5
173907,0,1
173907,1,2
173910,0,1
173910,1,2
173913,0,1
173913,1,2
173913,2,3
173913,3,4
173913,4,5
173913,5,6
173913,6,7
173913,7,8
173913,8,9
173913,9,10
173913,10,11
173913,11,12
173913,12,13
173913,13,14
173913,14,15
173913,15,16
173913,16,17
173913,17,18
173913,18,19
173913,19,20
173913,20,21
173913,21,22
173913,22,23
173913,23,24
173913,24,25
173913,25,26
173913,26,27
173916,0,1
173916,1,2
173916,2,3
173916,3,4
173916,4,5
173916,5,6
173916,6,7
173916,7,8
173916,8,9
173919,0,1
173919,1,2
173919,2,3
173919,3,4
173919,4,5
173919,5,6
173919,6,7
173919,7,8
173919,8,9
173919,9,10
173919,10,11
173919,11,12
173919,12,13
173919,13,14
173919,14,15
173919,15,16
173919,16,17
173922,0,1
173922,1,2
173925,0,1
173925,1,2
173925,2,3
173925,3,4
173925,4,5
173925,5,6
173925,6,7
173925,7,8
173925,8,9
173925,9,10
173925,10,11
173928,0,1
173928,1,2
173928,2,3
173928,3,4
173928,4,5
173928,5,6
173928,6,7
173928,7,8
173928,8,9
173928,9,10
173928,10,11
173928,11,12
173928,12,13
173928,13,14
173928,14,15
173928,15,16
173928,16,17
173928,17,18
173928,18,19
173928,19,20
173928,20,21
173928,21,22
173928,22,23
173928,23,24
173928,24,25
173928,25,26
173928,26,27
173928,27,28
173928,28,29
173928,29,30
173928,30,31
173928,31,32
173928,32,33
173928,33,34
173928,34,35
173928,35,36
173928,36,37
173928,37,38
173928,38,39
173928,39,40
173928,40,41
173928,41,42
173928,42,43
173928,43,44
173928,44,45
173928,45,46
173928,46,47
173928,47,48
173928,48,49
173928,49,50
173928,50,51
173928,51,52
173928,52,53
173928,53,54
173928,54,55
173928,55,56
173928,56,57
173928,57,58
173928,58,59
173928,59,60
173928,60,61
173928,61,62
173928,62,63
173928,63,64
173928,64,65
173928,65,66
173928,66,67
173928,67,68
173928,68,69
173928,69,70
173928,70,71
173928,71,72
173928,72,73
173928,73,74
173928,74,75
173928,75,76
173928,76,77
173928,77,78
173928,78,79
173928,79,80
173928,80,81
173928,81,82
173928,82,83
173928,83,84
173928,84,85
173928,85,86
173928,86,87
173928,87,88
173928,88,89
173928,89,90
173928,90,91
173928,91,92
173928,92,93
173928,93,94
173928,94,95
173928,95,96
173928,96,97
173928,97,98
173928,98,99
173928,99,100
173928,100,101
173928,101,102
173928,102,103
173928,103,104
173928,104,105
173928,105,106
173928,106,107
173928,107,108
173928,108,109
173928,109,110
173928,110,111
173928,111,112
173928,112,113
173928,113,114
173931,0,1
173931,1,2
173934,0,1
173934,1,2
173934,2,3
173934,3,4
173934,4,5
173937,0,1
173937,1,2
173937,2,3
173937,3,4
173937,4,5
173937,5,6
173937,6,7
173937,7,8
173937,8,9
173937,9,10
173937,10,11
173937,11,12
173937,12,13
173937,13,14
173937,14,15
173937,15,16
173937,16,17
173937,17,18
173937,18,19
173937,19,20
173937,20,21
173937,21,22
173937,22,23
173937,23,24
173937,24,25
173937,25,26
173937,26,27
173937,27,28
173937,28,29
173937,29,30
173937,30,31
173940,0,1
173940,1,2
173940,2,3
173940,3,4
173940,4,5
173940,5,6
173940,6,7
173940,7,8
173940,8,9
173940,9,10
173940,10,11
173940,11,12
173940,12,13
173940,13,14
173940,14,15
173940,15,16
173940,16,17
173940,17,18
173940,18,19
173940,19,20
173940,20,21
173940,21,22
173940,22,23
173940,23,24
173940,24,25
173940,25,26
173940,26,27
173940,27,28
173940,28,29
173940,29,30
173940,30,31
173940,31,32
173940,32,33
173940,33,34
173940,34,35
173940,35,36
173940,36,37
173940,37,38
173940,38,39
173940,39,40
173940,40,41
173940,41,42
173940,42,43
173940,43,44
173940,44,45
173940,45,46
173940,46,47
173943,0,1
173943,1,2
173943,2,3
173943,3,4
173943,4,5
173943,5,6
173943,6,7
173943,7,8
173943,8,9
173943,9,10
173943,10,11
173943,11,12
173943,12,13
173943,13,14
173943,14,15
173943,15,16
173943,16,17
173943,17,18
173943,18,19
173943,19,20
173943,20,21
173943,21,22
173943,22,23
173943,23,24
173943,24,25
173943,25,26
173943,26,27
173943,27,28
173943,28,29
173943,29,30
173943,30,31
173943,31,32
173943,32,33
173943,33,34
173943,34,35
173943,35,36
173943,36,37
173943,37,38
173943,38,39
173943,39,40
173943,40,41
173943,41,42
173943,42,43
173943,43,44
173943,44,45
173946,0,1
173946,1,2
173946,2,3
173946,3,4
173946,4,5
173946,5,6
173946,6,7
173946,7,8
173946,8,9
173946,9,10
173946,10,11
173946,11,12
173946,12,13
173946,13,14
173946,14,15
173946,15,16
173946,16,17
173946,17,18
173946,18,19
173946,19,20
173949,0,1
173949,1,2
173949,2,3
173949,3,4
173949,4,5
173949,5,6
173949,6,7
173949,7,8
173949,8,9
173949,9,10
173949,10,11
173949,11,12
173949,12,13
173949,13,14
173949,14,15
173949,15,16
173949,16,17
173949,17,18
173949,18,19
173949,19,20
173949,20,21
173949,21,22
173949,22,23
173949,23,24
173949,24,25
173949,25,26
173949,26,27
173949,27,28
173949,28,29
173949,29,30
173949,30,31
173949,31,32
173949,32,33
173949,33,34
173949,34,35
173949,35,36
173949,36,37
173949,37,38
173949,38,39
173949,39,40
173949,40,41
173949,41,42
173949,42,43
173949,43,44
173949,44,45
173949,45,46
173949,46,47
173952,0,1
173952,1,2
173955,0,1
173955,1,2
173955,2,3
173955,3,4
173955,4,5
173955,5,6
173955,6,7
173955,7,8
173955,8,9
173955,9,10
173955,10,11
173955,11,12
173955,12,13
173955,13,14
173955,14,15
173955,15,16
173955,16,17
173955,17,18
173955,18,19
173955,19,20
173955,20,21
173955,21,22
173955,22,23
173955,23,24
173955,24,25
173955,25,26
173955,26,27
173955,27,28
173955,28,29
173955,29,30
173955,30,31
173955,31,32
173955,32,33
173955,33,34
173955,34,35
173955,35,36
173955,36,37
173955,37,38
173955,38,39
173955,39,40
173955,40,41
173955,41,42
173955,42,43
173955,43,44
173955,44,45
173955,45,46
173955,46,47
173955,47,48
173955,48,49
173955,49,50
173955,50,51
173955,51,52
173955,52,53
173955,53,54
173955,54,55
173955,55,56
173955,56,57
173955,57,58
173955,58,59
173955,59,60
173955,60,61
173955,61,62
173955,62,63
173955,63,64
173955,64,65
173955,65,66
173955,66,67
173955,67,68
173955,68,69
173955,69,70
173955,70,71
173955,71,72
173955,72,73
173955,73,74
173955,74,75
173955,75,76
173955,76,77
173955,77,78
173955,78,79
173955,79,80
173955,80,81
173955,81,82
173955,82,83
173955,83,84
173955,84,85
173955,85,86
173955,86,87
173955,87,88
173958,0,1
173958,1,2
173958,2,3
173958,3,4
173958,4,5
173958,5,6
173958,6,7
173958,7,8
173958,8,9
173958,9,10
173958,10,11
173958,11,12
173958,12,13
173958,13,14
173958,14,15
173958,15,16
173958,16,17
173958,17,18
173958,18,19
173958,19,20
173958,20,21
173961,0,1
173961,1,2
173961,2,3
173961,3,4
173961,4,5
173964,0,1
173964,1,2
173964,2,3
173964,3,4
173964,4,5
173964,5,6
173964,6,7
173964,7,8
173964,8,9
173979,0,1
173979,1,2
173979,2,3
173979,3,4
173979,4,5
173979,5,6
173979,6,7
173979,7,8
173979,8,9
173979,9,10
173979,10,11
173979,11,12
173979,12,13
173979,13,14
173979,14,15
173979,15,16
173979,16,17
173979,17,18
173979,18,19
173979,19,20
173979,20,21
173979,21,22
173979,22,23
173982,0,1
173982,1,2
